Date,Title,Company,State,City,Level,Work Mode,Average Salary,Pay Type,Employment Type,Description
2024-07-09,"Engineer - Research Engineer - Ai Computer Engineering - Warner Robins, Georgia",Southwest Research Institute,Georgia,Warner Robins,Mid-level,,,,nan,"Interface with USAF and DoD level AI research organizations applied to EW.
Develop and execute internal research related to AI applied to EW."
2024-07-09,Ai Ml Engineer - Business Clinical Intelligence - Ft - Remote,Grady Health System,Georgia,Atlanta,Mid-level,Remote,,,nan,"Demonstrated expertise in machine learning, recommendation systems, pattern recognition, data mining, AI, or a related technical field."
2024-07-09,Senior Data Analyst,Snowflake,Georgia,Atlanta,Senior,,,,nan,Perform ad-hoc analytics that provide insights into business performance and key organizational metrics for our fast-growing Enterprise Support organization.
2024-07-09,Senior Manager Data Scientist,Adp,Georgia,Alpharetta,Senior,,,,Full-time,"Knowledge of machine learning algorithms like regression, neural network, deep learning, xgboost, etc.
You will coach and mentor junior data scientists with…"
2024-07-09,Senior Lead Data Scientist,Adp,Georgia,Alpharetta,Senior,,,,Full-time,"Knowledge of machine learning algorithms like regression, neural network, deep learning, xgboost, etc.
You will coach and mentor junior data scientists with…"
2024-07-09,Ai Data Scientist Manager,Protiviti,Georgia,Atlanta,Manager,,,,Full-time,"You guide and mentor development teams, data scientists, and engineers in implementing best practices for AI solution development, deployment, and maintenance."
2024-07-09,Subject Matter Expert-natural Language Processing (nlp),Brs,Georgia,Atlanta,Mid-level,,,,Full-time,"Experience working with cancer data and be familiar with terminologies used in clinical documentation.
Eagle Health Analytics is looking for an innovative…"
2024-07-09,Senior Manager - Data & Ai Strategy,Accenture,Georgia,Atlanta,Senior,,,,Full-time,"Minimum of 10 years of experience in applying predictive, prescriptive, and generative analytics client solutions.
Ability to travel up to 100%."
2024-07-09,Ai Senior Data Scientist Senior Manager,Protiviti,Georgia,Atlanta,Senior,,,,Full-time,"You guide and mentor development teams, data scientists, and engineers in implementing best practices for AI solution development, deployment, and maintenance."
2024-07-09,Machine Learning Engineer 2,Intuit,Georgia,Atlanta,Mid-level,,,,nan,"Partner with data scientists to understand, implement, refine and design machine learning and other algorithms."
2024-07-09,Advanced Ml Engineer,Honeywell,Georgia,Atlanta,Mid-level,,,,nan,"Analyze customer feedback and data to identify trends and areas for improvement.
Lead and manage the operational excellence initiatives to drive process…"
2024-07-09,Wholesale Banking Business Intelligence Analyst,First Hawaiian Bank,Hawaii,Hawaii,Mid-level,,,,nan,"You will be responsible for Business Intelligence (BI), wholesale banking reporting and data analysis, which includes: analyzing business intelligence data to…"
2024-07-09,Data Scientist,Caterpillar,Illinois,Illinois,Mid-level,,,,nan,"Directing the data gathering, data mining, and data processing processes in huge volume; creating appropriate data models."
2024-07-09,Data Scientist,Caterpillar,Illinois,East Peoria,Mid-level,,,,Full-time,"Performing data gathering, data mining, and data processing on large volumes of data; creating appropriate data models.
Business Technologies, Digital and Data."
2024-07-09,Data Scientist,Abbvie,Illinois,North Chicago,Mid-level,,,,nan,"Intermediate-level knowledge of statistical and data mining techniques.
Must have 2-3 years of Data science and analytics-related experience."
2024-07-09,Senior Data Scientist,Caterpillar,Illinois,East Peoria,Senior,,,,Full-time,"Performing data gathering, data mining, and data processing on large volumes of data; creating appropriate data models.
Business Technologies, Digital and Data."
2024-07-09,Data Prescriptive Scientist,Kimberly-clark,Illinois,Chicago,Mid-level,,,,Full-time,"Work with Data Science Strategy Leader to define data science use cases with a bias towards problems requiring prescriptive analytics, propose potential…"
2024-07-09,Data And Analytics Leader,Origin Digital,Illinois,Chicago,Lead,,175000.0,year,,Implement processes to ensure a clear view of project financials and cost-to-completion projections and making the right decisions to ensure client satisfaction…
2024-07-09,Nch Img Senior Data Analyst,Edward-elmhurst Health,Illinois,Illinois,Senior,,,,Full-time,Collaborate with Swedish/Northshore teams involved with health equity work to develop new tools for applying an equity lens to the metrics that the program…
2024-07-09,Senior Data Scientist (p439),84.51°,Illinois,Chicago,Senior,,,,nan,"We expect all data scientists to be hands on with respects to the analysis of a retailer database, using the full suite of 84.51° technical tools to create…"
2024-07-09,Lead Data Scientist,Caterpillar,Illinois,East Peoria,Lead,,,,Full-time,"Performing data gathering, data mining, and data processing on large volumes of data; creating appropriate data models.
Business Technologies, Digital and Data."
2024-07-09,Senior Data Scientist,Transunion,Illinois,Chicago,Senior,,,,Full-time,"As a project leader, you will take ownership of all aspects of the project from design,.
Project and time management skills with the ability to manage multiple…"
2024-07-09,"Data Science Program Lead Ii, Data Management - Oncology",Abbvie,Illinois,North Chicago,Lead,,,,Full-time,"The amount and availability of any bonus, commission, incentive, benefits, or any other form of compensation and benefits that are allocable to a particular…"
2024-07-09,Senior Data Analyst -quality,Ascension,Illinois,Plainfield,Senior,,,,Full-time,"Conduct complex quality data analysis and clinical decision support for designated system(s).
Various health insurance options & wellness plans."
2024-07-09,Staff Data Scientist,Cardiosense,Illinois,Chicago,Mid-level,,,,nan,Cardiosense is a digital health company that operates at the intersection of wearable technology and artificial intelligence to improve patient health. Our…
2024-07-09,2025 Data Science Analyst Program - Summer Analyst,Jpmorgan Chase & Co,Illinois,Chicago,Mid-level,,,,nan,JOB DESCRIPTION Title: 2025 Summer Internship- Data Science Analyst Program Short Job Description We are looking for innovative problem-solvers with a…
2024-07-09,Lead Data Scientist (hybrid),The Chamberlain Group Llc,Illinois,Oak Brook,Lead,Hybrid,,,Full-time,"If you are a current Chamberlain Group employee, please click here to apply through your Workday account. Chamberlain Group is a global leader in access…"
2024-07-09,Principal Data Scientist,Abbott Laboratories,Illinois,Chicago,Mid-level,,164000.0,year,,Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum…
2024-07-09,Data Scientist - Pricing & Profitability (hybrid),Enova International,Illinois,Chicago,Mid-level,Hybrid,,,nan,"We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas or take over…"
2024-07-09,Senior Data Scientist,Ninjatrader,Illinois,Chicago,Senior,,,,nan,"NinjaTrader is an investor-backed, growth-stage fintech company with an award-winning platform and over 1.5 million users. We are building products and…"
2024-07-09,Principal Data Science,Discover Financial Services,Illinois,Riverwoods,Mid-level,,,,nan,"Discover. A brighter future. With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get…"
2024-07-09,Sr Data Scientist,Hcsc,Illinois,Chicago,Mid-level,,,,nan,"At HCSC, we consider our employees the cornerstone of our business and the foundation to our success. We enable employees to craft their career with curated…"
2024-07-09,Data Scientist Sr,Elevance Health,Illinois,Chicago,Mid-level,,,,Full-time,"Job Family: RDA > Data Science Type: Full time Date Posted: Jun 28, 2024 Anticipated End Date: Sep 09, 2024 Reference: JR119245 Description Data Scientist…"
2024-07-09,Lead Data Scientist,Motorola Solutions,Illinois,Illinois,Lead,,,,Full-time,"Company Overview At Motorola Solutions, we're guided by a shared purpose - helping people be their best in the moments that matter - and we live up to our…"
2024-07-09,Sr. Statistician - Multiple Therapeutic Areas (on-site),Abbvie,Illinois,North Chicago,Mid-level,On-site,,,Full-time,Company Description AbbVie's mission is to discover and deliver innovative medicines and solutions that solve serious health issues today and address the…
2024-07-09,Senior Data Analyst,Fourkites,Illinois,Chicago,Senior,,,,nan,At FourKites we have the opportunity to tackle complex challenges with real-world impacts. Whether it's medical supplies from Cardinal Health or groceries for…
2024-07-09,Data Scientist Lead,"Navistar, Inc.",Illinois,Lisle,Lead,,,,Full-time,Position Overview: Navistar is seeking a highly skilled and experienced Data Scientist Lead to join our Analytics team. As the commercial vehicle industry…
2024-07-09,"Director, Data Science",Mcdonald's Corporation,Illinois,Chicago,Mid-level,,,,Full-time,"Company Description McDonald’s is proud to be one of the most recognized brands in the world, with restaurants in over 100 countries that serve 70 million…"
2024-07-09,"Director, Data Science",Mcdonald's Corporation,Illinois,Chicago,Mid-level,,,,Full-time,"Provide leadership and help manage the capacity of at least 15 FTE data scientists and 3 data science team leads, as well as a flexible bench of contracted…"
2024-07-09,Senior Data Scientist – R01539521,Brillio,Illinois,Chicago,Senior,,,,nan,"Lead inferencing processes to extract meaningful insights from LLM outputs and improve model performance.
Experience Required: 6+ years in Data Science with a…"
